id,name,developer,status,status_group,category,facility_type,ai_classification,confidence,capacity_mw,operational_capacity_mw,planned_capacity_mw,capacity_label,landscape_weight,location,city,county,state,latitude,longitude,precision,powered_by,energy_source,utility,onsite_generation_mw,water_cooling_type,water_reported_mgd,water_notes,community_status,investment_usd,land_acres,jobs_construction,jobs_permanent,nearest_nuclear_name,nearest_nuclear_state,nearest_nuclear_distance_mi,nearest_nuclear_capacity_mw,nearest_nuclear_latitude,nearest_nuclear_longitude,nearest_power_name,nearest_power_state,nearest_power_distance_mi,nearest_power_capacity_mw,nearest_power_source,nearest_power_latitude,nearest_power_longitude,nearest_water_name,nearest_water_type,nearest_water_distance_mi,nearest_water_latitude,nearest_water_longitude,source,source_url,source_count,notes
bermuda-hundred-data-center-chesterfield-va,Bermuda Hundred Data Center (Old Bermuda Hundred Road),Undisclosed (landowner: Washington Single Family Fund3),Proposed,Proposed,Data center,data_center,,reported,,,,,8,"Chester, Chesterfield, VA",Chester,Chesterfield,VA,37.33798175,-77.39493747,exact,,,,,,,,litigation,,,,,Surry,VA,40.1,1695.0,37.1661,-76.6986,Chesterfield Energy Reliability Center (CERC),VA,3.1,1000.0,natural_gas,37.38189170453291,-77.38444091694713,James River - Richmond,river,14.1,37.54,-77.436,Chesterfield Zoning Appeals Board denies appeal over proposed data center campus near I-95,https://www.wtvr.com/news/local-news/chesterfield-county/proposed-data-center-appeal-denied-june-3-2026,5,"Proposed data center on ~89 acres at 1931 Old Bermuda Hundred Rd, Chester (Bermuda District), Chesterfield County. Land owned by Washington Single Family Fund3 (acquired 2023 for $462,000); the data-center developer is undisclosed. Under the pre-2026 I-2 zoning it was by-right; the 2026 ordinance made data centers conditional-use. The planning director found no vested right and the BZA unanimously upheld that denial 2026-06-03, so a CUP is now required. Recorded as proposed (not cancelled) with community=litigation."
stack-berry-hill-va,Berry Hill / Southern Virginia Megasite,STACK Infrastructure,Proposed,Proposed,Data center,data_center,,confirmed,,,,,8,"Berry Hill, Pittsylvania, VA",Berry Hill,Pittsylvania,VA,36.68,-79.35,approximate,,,,,,,,,,,,,Harris (NC),NC,75.6,950.9,35.6334,-78.9556,Danville,VA,3.1,6.0,SUN,36.660591,-79.29906,Kerr Reservoir,reservoir,58.6,36.599,-78.297,"STACK commits $73.5bn investment into data center campus in Berry Hill, Virginia",https://www.datacenterdynamics.com/en/news/stack-commits-735bn-investment-into-data-center-campus-in-berry-hill-virginia/,2,"Performance agreement caps investment at up to $73.5B over 30 years (2,050 jobs); parallel reporting cites a ~$100B project scope. ~2,990 acres of the Southern Virginia Megasite; land deal ~$737.8M."
aws-birchwood-data-campus-king-george-va,Birchwood Data Campus,Amazon Web Services (via Birchwood Power Partners),Permitted,Permitted,Data center,data_center,,confirmed,,,,,8,"King George, King George County, VA",King George,King George County,VA,38.25934134516552,-77.32191549954541,approximate,,,,,,,,,6000000000.0,,,,North Anna,VA,28.9,1960.4,38.06,-77.7897,Waste Management King George LFGTE,VA,1.3,13.2,LFG,38.2747,-77.3081,Potomac River - Northern Virginia,river,49.2,38.969,-77.386,Virginia's King George County approves rezoning for AWS data campus,https://www.datacenterdynamics.com/en/news/virginias-king-george-county-approves-land-rezoning-for-aws-data-campus/,1,"869 acres (former power-plant site), 19 buildings, 7.5M sq ft; rezoning approved Sept 2023; contested vested-rights case in circuit court."
amazon-blackwell-road-warrenton-va,Blackwell Road Data Center (Warrenton),Amazon Data Services,Permitted,Permitted,Data center,data_center,,confirmed,40.0,,40.0,40 MW planned,40.0,"Warrenton, Fauquier County, VA",Warrenton,Fauquier County,VA,38.72948224074257,-77.78753470617198,exact,,,,,,,,,,,,,North Anna,VA,46.3,1960.4,38.06,-77.7897,Water Treatment Plant Generators,VA,9.2,1.8,DFO,38.760695,-77.62089,Potomac River - Northern Virginia,river,27.2,38.969,-77.386,Warrenton town staff approves site plan for Amazon data center (SUP-22-3),https://www.fauquiernow.com/news/warrenton-town-staff-approves-site-plan-for-220-000-square-foot-amazon-data-center-project/article_13b53e3e-fe67-11ee-81ce-b361084ba5ae.html,3,"Town of Warrenton SUP-22-3; 220,000 sq ft on 42 acres; site plan approved with 27 conditions (Apr 2024)."
bull-church-data-center-caroline-va,Bull Church Data Center,"NRD Retail, LLC",Proposed,Proposed,Data center,data_center,,reported,,,,,87.53,"Ruther Glen, Caroline, VA",Ruther Glen,Caroline,VA,38.00820612043225,-77.49262214339025,approximate,,,,,,,,,,87.53,,,North Anna,VA,16.6,1960.4,38.06,-77.7897,Ladysmith,VA,4.6,892.5,NG,38.0722,-77.5133,James River - Richmond,river,32.5,37.54,-77.436,"Caroline County rezoning case RZ-04-2024, Bull Church Data Center",https://co.caroline.va.us/1036/Special-Exceptions-and-Rezonings,2,"Case referenced in local press as a long-pending 'zombie' rezoning (originally filed 2024, still active through March 2025 BOS agenda). No anchor tenant/operator beyond the landowner applicant is publicly named — speculative land rezoning, not yet an operator-committed campus."
aws-carters-store-tech-campus-spotsylvania-va,Carter's Store Tech Campus,Amazon Web Services,Permitted,Permitted,Data center,data_center,,reported,,,,,8,"Spotsylvania, Spotsylvania, VA",Spotsylvania,Spotsylvania,VA,38.1911,-77.4687,exact,,,,,,,,,,,,,North Anna,VA,19.7,1960.4,38.06,-77.7897,Ladysmith,VA,8.6,892.5,NG,38.0722,-77.5133,James River - Richmond,river,45.0,37.54,-77.436,"Data Center Frontier — Amazon plans major data center expansion in Spotsylvania County (Carter's Store: 313 ac, 2.6M sq ft, Phase 1 construction from July 2027)",https://www.datacenterfrontier.com/cloud/article/33006046/amazon-plans-major-data-center-expansion-in-virginias-spotsylvania-county,3,"One of Amazon Web Services' four Spotsylvania data center campuses. ~313 acres at 8432 Flippo Drive, east of I-95, bordering the Summit Crossing campus; up to ~2.6M sq ft of data center buildings through 2035 (Phase 1 max ~900k sq ft). Amazon Data Services filed June 2023 to rezone from Rural to Industrial-1; Board of Supervisors approved the four AWS rezonings 5-2 in October 2023 (""ST23"" case series). Status conservatively recorded as permitted: sources conflict on construction timing — Data Center Frontier reports Phase 1 construction starting July 2027, while The Fredericksburg Advance (2026) describes buildings going up across the AWS sites. Coordinates exact (8432 Flippo Drive geocode)."
powerhouse-chirisa-chester-va,Chirisa Technology Park — Richmond (Chester),PowerHouse Data Centers / Chirisa (Blue Owl JV),Under construction,Under construction,likely,data_center,likely,confirmed,120.0,,120.0,120 MW planned,120.0,"Chester, Chesterfield, VA",Chester,Chesterfield,VA,37.3554,-77.4416,exact,,grid,Dominion Energy,,closed_loop,,"Chirisa 'direct-on-chip' liquid cooling (closed-loop, ~2x more power-efficient than air-cooled); site water sourced from a Chesterfield County reclaimed-water system. No MGD figure published.",mixed,,,,,Surry,VA,42.9,1695.0,37.1661,-76.6986,"Chester Solar Technology Park, LLC",VA,3.0,160.0,SUN,37.317,-77.466,James River - Richmond,river,12.8,37.54,-77.436,"Blue Owl, Chirisa Technology Parks and PowerHouse Data Centers announce first phase of $5 billion JV development partnership",https://www.prnewswire.com/news-releases/blue-owl-chirisa-technology-parks-and-powerhouse-data-centers-announce-first-phase-of-5-billion-joint-venture-development-partnership-302233967.html,3,"Chester, Chesterfield County — first phase of a Blue Owl / Chirisa / PowerHouse JV: initial 50 MW (2025) → 120 MW facility, with a ~1 GW eventual plan (in notes). $600M construction loan closed. Distinct parcel from Google's Midlothian (Chesterfield) campus. Coordinates are the Chester area centroid. The $600M is a construction loan (financing) and the $5B is the multi-site JV total - neither is this campus's capex -> investmentUsd omitted. 800-1,200 jobs projected over 5-7 years spanning construction and operations -> jobs honest-zero. Virginia law bars per-company data-center subsidy disclosure -> subsidy honest-zero."
cleanarc-ruther-glen-va,CleanArc VA1,CleanArc Data Centers,Under construction,Under construction,likely,data_center,likely,confirmed,900.0,,900.0,900 MW planned,900.0,"Ruther Glen, Caroline, VA",Ruther Glen,Caroline,VA,37.9374,-77.4837,exact,,grid,Dominion Energy Virginia,,closed_loop,,The Caroline County performance agreement prohibits potable water for industrial cooling (county water for washing/flushing only); closed-loop recirculation with initial water brought off-site. Not yet operational - no daily-use figure.,mixed,3000000000.0,,,,North Anna,VA,18.7,1960.4,38.06,-77.7897,Doswell Energy Center,VA,8.3,1313.0,NG,37.820805,-77.44625,James River - Richmond,river,27.6,37.54,-77.436,"CleanArc gets green light for data center campus in Caroline County, Virginia",https://www.datacenterdynamics.com/en/news/cleanarc-gets-green-light-for-600mw-data-center-campus-in-caroline-county-virginia/,5,"900 MW flagship campus in Ruther Glen, Caroline County, phased into the mid-2030s (200 MW online targeted Q3 2026). Distinct operator/parcel from the AWS Mattermeade campus (also Caroline County). Coordinates are the Ruther Glen area centroid. investmentUsd records the confirmed $3B first-phase pledge (VEDP); the ~$8.8B full-buildout figure is a projection and is excluded."
cloudhq-manassas-mcc-va,CloudHQ Manassas MCC Campus,CloudHQ,Under construction,Under construction,mixed_use,data_center,mixed_use,confirmed,382.0,,382.0,382 MW planned,100.0,"Manassas, Prince William, VA",Manassas,Prince William,VA,38.7196,-77.4982,exact,,grid,Dominion Energy (Clover Hill substation),,air,,The first building (MCC1) uses a waterless air-side design — 152 Kyoto Cooling heat-wheel units driving PUE below 1.2; cooling for later buildings is not confirmed. The campus is within the Prince William Water service area.,mixed,,100.0,,,North Anna,VA,48.2,1960.4,38.06,-77.7897,Gateway Gen,VA,0.7,3.6,DFO,38.725278,-77.50972,Potomac River - Northern Virginia,river,18.3,38.969,-77.386,"CloudHQ MCC Campus — Manassas, Virginia",https://cloudhq.com/campus/mcc-campus/,4,"Seven-building campus; 382 MW total planned critical IT load; 96 MW currently available. Coordinates sourced directly from CloudHQ website (38.71955, -77.49819). Connects via Manassas Fiber Highway to CloudHQ's MDC campus."
convergent-technology-park-remington-fauquier-va,Convergent Technology Park,Convergent VA LLC,Proposed,Proposed,Data center,data_center,,reported,,,,,140.0,"Remington, Fauquier, VA",Remington,Fauquier,VA,38.55073067963831,-77.8046447409979,approximate,,,,,,,,,1000000000.0,140.0,,,North Anna,VA,33.9,1960.4,38.06,-77.7897,Remington Solar Facility,VA,1.5,20.0,SUN,38.548333,-77.77639,Potomac River - Northern Virginia,river,36.7,38.969,-77.386,Fauquier County planning staff project database (maintained record of application status),https://www.fauquiernow.com/news/data-center-database-where-projects-stand-across-fauquier-county/article_18be50e8-49f6-11ef-95cf-3b45407fea55.html,3,"HONEST INTAKE per prompt guidance: status is application 'on hold, not yet accepted' by the county — real filing, real acreage/investment figures reported, but pre-acceptance. Recorded as status=proposed with the hold explicitly noted rather than dropped, since it is a genuine, citable county application (not rumor). Sourced from the Fauquier County planning-database roundup (fauquiernow.com); status is early/speculative — a per-project county docket should confirm before elevating confidence."
aws-cosner-technology-campus-massaponax-va,Cosner Technology Campus,Amazon Web Services,Under construction,Under construction,Data center,data_center,,confirmed,,,,,8,"Massaponax, Spotsylvania County, VA",Massaponax,Spotsylvania County,VA,38.204738259414135,-77.47623258858057,approximate,,,,,,,,,,,,,North Anna,VA,19.8,1960.4,38.06,-77.7897,Electric Avenue Facility,VA,8.1,6.9,DFO,38.28,-77.59,James River - Richmond,river,46.0,37.54,-77.436,Amazon files for four data center campuses in Spotsylvania and Caroline Counties,https://www.datacenterdynamics.com/en/news/10m-sq-ft-amazon-files-for-four-data-center-campuses-in-virginias-spotsylvania-and-caroline-counties/,1,"329 acres in Massaponax, ~1.9M sq ft; one of four AWS Spotsylvania/Caroline campuses (Summit Crossing, Carter's Store, Cosner, Orrock). Spotsylvania case ST23-0031."
rck-crossroads-technology-campus-spotsylvania-va,Crossroads Technology Campus,RCK Digital Crossroads LLC,Proposed,Proposed,Data center,data_center,,reported,,,,,8,"Spotsylvania, VA",,Spotsylvania,VA,38.2445,-77.4334,approximate,,,,,,,,,,,,,North Anna,VA,23.2,1960.4,38.06,-77.7897,Waste Management King George LFGTE,VA,7.1,13.2,LFG,38.2747,-77.3081,James River - Richmond,river,48.7,37.54,-77.436,Spotsylvania County official case page — SUP26-0003 Crossroads Technology Campus,https://www.spotsylvania.va.us/3206/SUP26-0003-Crossroads-Technology-Campus,2,"Previously only an mlq.ai aggregator lead — now confirmed via a REAL county case. Spotsylvania County special-use case SUP26-0003 'Crossroads Technology Campus'; applicant 'RCK Digital Crossroads LLC' (Delaware, McLean-based) per the county's SUP Application PDF. ~633 acres at the NW intersection of Benchmark Rd (Rt 608) and US-17 (Mills Dr), Lee Hill District, ~2.2-2.3M sq ft of data-center buildings plus three substations. Actively contested (packed BOS/planning-commission meetings, week of 2026-07-16). Distinct from all tracked records. MW not disclosed (sq ft only) -> omitted. Parcel/GPIN"
culpeper-brandy-station-va,Culpeper Acquisitions Brandy Station Campus (denied),Culpeper Acquisitions LLC,Cancelled,Cancelled,likely,data_center,likely,reported,,,,,8,"Brandy Station, Culpeper, VA",Brandy Station,Culpeper,VA,38.5095,-77.8863,exact,,,,,,,,,,,,,North Anna,VA,31.5,1960.4,38.06,-77.7897,Greenwood Solar I,VA,5.8,100.0,SUN,38.427261,-77.90787,Potomac River - Northern Virginia,river,41.7,38.969,-77.386,Data Center Watch — Blocked and Delayed Projects Report,https://www.datacenterwatch.org/report,2,
cyrusone-vint-hill-fauquier-va,CyrusOne Vint Hill Campus,CyrusOne,Proposed,Proposed,Data center,data_center,,reported,,,,,8,"Vint Hill, Fauquier County, VA",Vint Hill,Fauquier County,VA,38.752287510948115,-77.67347422456572,approximate,,,,,,,,,,,,,North Anna,VA,48.2,1960.4,38.06,-77.7897,Water Treatment Plant Generators,VA,2.9,1.8,DFO,38.760695,-77.62089,Potomac River - Northern Virginia,river,21.5,38.969,-77.386,Fauquier County data-center project database,https://www.fauquiernow.com/news/data-center-database-where-projects-stand-across-fauquier-county/article_18be50e8-49f6-11ef-95cf-3b45407fea55.html,1,"47 acres, 870,000 sq ft; site plan submitted; grandfathered from prior PCID zoning."
dc-blox-henrico-county-va,DC Blox Henrico County Campus (withdrawn),DC BLOX,Cancelled,Cancelled,likely,data_center,likely,confirmed,50.0,,50.0,50 MW planned,50.0,"Henrico, VA",,Henrico,VA,37.5532,-77.4543,exact,,,,,,,,,,,,,North Anna,VA,39.5,1960.4,38.06,-77.7897,Richmond Energy,VA,5.5,6.4,LFG,37.505833,-77.37389,James River - Richmond,river,1.4,37.54,-77.436,"Scoop: Local Pushback, Canceled Data Centers Surged in 2025 — Heatmap News",https://heatmap.news/politics/data-center-cancellations-2025,2,
equinix-ashburn-va,Equinix Ashburn Campus (DC1–DC15),Equinix,Operating,Operating,mixed_use,data_center,mixed_use,confirmed,500.0,500.0,,500 MW operating,500.0,"Ashburn, Loudoun, VA",Ashburn,Loudoun,VA,39.0437,-77.4875,exact,grid (Dominion Energy) + renewable PPAs,grid,Dominion Energy,,hybrid,,"Uses Loudoun Water reclaimed (non-potable) water for cooling; legacy buildings use chilled water, DC12 uses indirect evaporative cooling, and newer high-density AI buildings use chilled water. No facility-specific volume is disclosed.",mixed,,,,,North Anna,VA,69.9,1960.4,38.06,-77.7897,"Potomac Energy Center, LLC",VA,3.2,812.0,NG,39.058056,-77.545,Potomac River - Northern Virginia,river,7.5,38.969,-77.386,Equinix Ashburn Data Centers — Equinix,https://www.equinix.com/data-centers/americas-colocation/united-states-colocation/ashburn-data-centers,6,
emerald-lakes-etheridge-lakes-data-center-chesapeake-va,Etheridge Lakes Data Center (Great Bridge),Emerald Lakes Estates (Doug Fuller),Cancelled,Cancelled,Data center,data_center,,confirmed,,,,,22.6,"Chesapeake, Chesapeake (independent city), VA",Chesapeake,Chesapeake (independent city),VA,36.68061281906499,-76.18817902157426,approximate,,,,,,,,,,22.6,,,Surry,VA,43.8,1695.0,37.1661,-76.6986,Bedford Solar (Dominion),VA,1.9,70.0,SUN,36.7,-76.1647,James River - Richmond,river,90.8,37.54,-77.436,"City of Chesapeake Department of Planning, Rezoning Case PLN-REZ-2025-002 (Etheridge Lakes Data Center)",https://www.cityofchesapeake.net/DocumentCenter/View/23727/PLN-REZ-2025-002---Etheridge-Lakes-Data-Centerpdf,4,"22.6-acre parcel on west side of Centerville Turnpike, south of Etheridge Manor Boulevard, Great Bridge area of Chesapeake. Developer Doug Fuller (Emerald Lakes Estates) sought rezoning from agricultural to light industrial; proposed 350,000 sq ft, 35 ft tall, 24/7 staffed facility. City Council denied the rezoning request unanimously. Separately, in July 2026 the Chesapeake Planning Commission recommended a citywide data-center zoning ordinance/policy (conditional use in industrial districts + Fentress Airfield Overlay only) — this is a POLICY change, not a site-specific candidate, and is not included here. No other active Chesapeake DC site rezoning was found this session. Coordinates are approximate (Centerville Turnpike/Great Bridge area); exact parcel not geocoded from GIS this session. Chesapeake City Council denied the rezoning 7-0 on 2025-06-17 (Planning Commission had recommended denial 6-1). Recorded as a cancelled proposal."
